image_path,label
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4907.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4908.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4909.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_491.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4910.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4911.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4912.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4913.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4914.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4915.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4916.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4917.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4918.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4919.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_492.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4920.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4921.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4922.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4923.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4924.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4925.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4926.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4927.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4928.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4929.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_493.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4930.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4931.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4932.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4933.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4934.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4935.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4936.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4937.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4938.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4939.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_494.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4940.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4941.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4942.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4943.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4944.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4945.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4946.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4947.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4948.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4949.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_495.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4950.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4951.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4952.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4953.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4954.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4955.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4956.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4957.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4958.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4959.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_496.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4960.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4961.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4962.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4963.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4964.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4965.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4966.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4967.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4968.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4969.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_497.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4970.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4971.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4972.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4973.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4974.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4975.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4976.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4977.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4978.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4979.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_498.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4980.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4981.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4982.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4983.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4984.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4985.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4986.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4987.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4988.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4989.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_499.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4990.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4991.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4992.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4993.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4994.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4995.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4996.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4997.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4998.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_4999.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_50.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_500.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5000.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5001.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5002.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5003.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5004.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5005.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5006.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5007.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5008.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5009.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_501.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5010.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5011.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5012.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5013.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5014.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5015.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5016.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5017.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5018.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5019.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_502.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5020.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5021.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5022.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5023.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5024.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5025.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5026.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5027.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5028.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5029.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_503.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5030.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5031.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5032.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5033.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5034.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5035.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5036.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5037.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5038.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5039.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_504.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5040.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5041.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5042.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5043.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5044.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5045.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5046.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5047.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5048.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5049.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_505.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5050.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5051.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5052.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5053.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5054.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5055.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5056.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5057.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5058.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5059.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_506.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5060.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5061.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5062.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5063.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5064.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5065.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5066.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5067.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5068.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5069.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_507.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5070.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5071.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5072.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5073.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5074.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5075.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5076.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5077.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5078.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5079.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_508.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5080.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5081.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5082.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5083.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5084.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5085.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5086.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5087.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5088.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5089.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_509.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5090.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5091.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5092.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5093.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5094.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5095.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5096.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5097.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5098.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5099.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_51.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_510.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5100.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5101.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5102.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5103.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5104.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5105.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5106.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5107.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5108.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5109.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_511.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5110.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5111.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5112.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5113.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5114.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5115.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5116.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5117.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5118.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5119.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_512.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5120.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5121.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5122.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5123.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5124.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5125.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5126.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5127.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5128.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5129.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_513.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5130.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5131.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5132.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5133.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_5134.png,0
